hours_01_01_11,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
7637.00,4,0,1,1,22.14,25.76,68,19.0012,2,26,28
7638.00,4,0,1,2,22.96,26.515,64,6.0032,4,104,108
7639.00,4,0,1,2,22.14,25.76,68,11.0014,21,298,319
7640.00,4,0,1,2,22.14,25.76,68,7.0015,27,453,480
7641.00,4,0,1,2,22.96,26.515,64,6.0032,26,174,200
7642.00,4,0,1,2,22.96,26.515,64,19.0012,23,115,138
7643.00,4,0,1,2,22.96,26.515,64,12.998,18,116,134
7644.00,4,0,1,2,22.14,25.76,68,0,28,148,176
7645.00,4,0,1,3,22.14,25.76,60,15.0013,21,132,153
7646.00,4,0,1,2,22.14,25.76,60,19.0012,27,120,147
7647.00,4,0,1,2,22.14,25.76,60,8.9981,36,155,191
7648.00,4,0,1,2,21.32,25,68,8.9981,31,240,271
7649.00,4,0,1,2,20.5,24.24,72,12.998,29,422,451
7650.00,4,0,1,2,20.5,24.24,72,19.0012,27,414,441
7651.00,4,0,1,2,20.5,24.24,72,23.9994,27,259,286
7652.00,4,0,1,2,19.68,23.485,82,8.9981,26,212,238
7653.00,4,0,1,2,20.5,24.24,77,6.0032,23,145,168
7654.00,4,0,1,2,18.86,22.725,88,7.0015,19,109,128
7655.00,4,0,1,2,18.86,22.725,94,7.0015,14,66,80
7656.00,4,0,1,2,18.86,22.725,94,0,5,26,31
7657.00,4,0,1,3,18.86,22.725,94,6.0032,0,5,5
7658.00,4,0,1,2,18.86,22.725,94,7.0015,4,6,10
7659.00,4,0,1,2,18.86,22.725,94,7.0015,2,3,5
7660.00,4,0,1,2,18.04,21.97,100,15.0013,1,3,4
7661.00,4,0,1,3,18.86,22.725,94,7.0015,0,13,13
7662.00,4,0,1,2,18.86,22.725,94,6.0032,4,52,56
7663.00,4,0,1,3,18.86,22.725,94,0,7,130,137
7664.00,4,0,1,3,18.86,22.725,94,0,9,223,232
7665.00,4,0,1,3,18.86,22.725,94,0,5,77,82
7666.00,4,0,1,3,18.86,22.725,94,0,4,32,36
7667.00,4,0,1,3,18.86,22.725,94,6.0032,7,53,60
7668.00,4,0,1,3,18.86,22.725,100,0,5,49,54
7669.00,4,0,1,3,18.86,22.725,94,8.9981,6,52,58
7670.00,4,0,1,2,18.86,22.725,100,8.9981,12,49,61
7671.00,4,0,1,3,19.68,23.485,94,7.0015,16,50,66
7672.00,4,0,1,3,19.68,23.485,94,7.0015,13,110,123
7673.00,4,0,1,2,19.68,23.485,88,12.998,17,216,233
7674.00,4,0,1,3,18.86,22.725,88,26.0027,13,176,189
7675.00,4,0,1,3,18.86,22.725,88,26.0027,3,108,111
7676.00,4,0,1,3,18.04,21.97,88,26.0027,5,94,99
7677.00,4,0,1,3,18.04,21.97,88,19.0012,3,72,75
7678.00,4,0,1,3,17.22,21.21,88,15.0013,1,45,46
7679.00,4,0,1,3,17.22,21.21,88,8.9981,3,28,31
7680.00,4,0,1,2,17.22,21.21,88,16.9979,2,22,24
7681.00,4,0,1,2,17.22,21.21,82,11.0014,0,5,5
7682.00,4,0,1,2,17.22,21.21,82,15.0013,0,5,5
7683.00,4,0,1,2,17.22,21.21,77,22.0028,0,3,3
7684.00,4,0,1,2,16.4,20.455,62,27.9993,1,3,4
7685.00,4,0,1,3,13.94,15.15,71,22.0028,1,21,22
7686.00,4,0,1,3,14.76,17.425,57,15.0013,3,72,75
7687.00,4,0,1,3,13.94,15.91,61,19.0012,4,164,168
7688.00,4,0,1,3,13.94,15.15,61,19.9995,12,343,355
7689.00,4,0,1,2,13.94,15.15,61,22.0028,14,184,198
7690.00,4,0,1,2,13.94,15.15,61,22.0028,7,74,81
7691.00,4,0,1,3,13.12,15.15,66,22.0028,4,93,97
7692.00,4,0,1,2,13.94,15.15,53,19.9995,6,115,121
7693.00,4,0,1,2,13.94,15.15,49,30.0026,15,109,124
7694.00,4,0,1,2,13.94,15.15,49,26.0027,5,105,110
7695.00,4,0,1,2,13.94,15.15,49,30.0026,10,106,116
7696.00,4,0,1,1,13.12,14.395,39,27.9993,8,187,195
7697.00,4,0,1,1,13.12,14.395,42,26.0027,20,379,399
7698.00,4,0,1,1,13.12,15.91,39,12.998,9,298,307
7699.00,4,0,1,1,12.3,14.395,45,15.0013,7,210,217
7700.00,4,0,1,1,12.3,14.395,42,19.0012,7,162,169
7701.00,4,0,1,1,12.3,14.395,42,16.9979,3,113,116
7702.00,4,0,1,1,10.66,12.12,52,16.9979,1,83,84
7703.00,4,0,1,1,10.66,12.88,52,15.0013,0,58,58
7704.00,4,0,1,1,10.66,12.88,48,11.0014,2,28,30
7705.00,4,0,1,1,10.66,11.365,44,22.0028,0,10,10
7706.00,4,0,1,1,9.84,11.365,44,15.0013,2,8,10
7707.00,4,0,1,1,9.84,10.605,41,19.0012,0,2,2
7708.00,4,0,1,1,9.02,11.365,44,11.0014,0,5,5
7709.00,4,0,1,1,9.02,11.365,44,8.9981,0,22,22
7710.00,4,0,1,1,9.02,12.88,44,6.0032,1,70,71
7711.00,4,0,1,1,9.02,11.365,44,11.0014,5,211,216
7712.00,4,0,1,1,9.02,11.365,44,12.998,6,369,375
7713.00,4,0,1,1,10.66,12.88,41,12.998,6,207,213
7714.00,4,0,1,1,10.66,12.12,41,19.0012,10,105,115
7715.00,4,0,1,1,12.3,15.15,36,8.9981,18,122,140
7716.00,4,0,1,1,13.12,16.665,33,0,22,143,165
7717.00,4,0,1,1,13.94,15.91,31,15.0013,31,146,177
7718.00,4,0,1,1,13.94,16.665,31,8.9981,31,123,154
7719.00,4,0,1,1,13.94,16.665,29,8.9981,27,151,178
7720.00,4,0,1,1,13.94,16.665,29,8.9981,19,190,209
7721.00,4,0,1,1,13.12,16.665,31,8.9981,17,361,378
7722.00,4,0,1,1,12.3,15.15,36,11.0014,16,312,328
7723.00,4,0,1,1,11.48,13.635,41,11.0014,7,183,190
7724.00,4,0,1,1,11.48,13.635,48,12.998,8,129,137
7725.00,4,0,1,1,11.48,13.635,48,11.0014,3,108,111
7726.00,4,0,1,1,10.66,13.635,52,7.0015,9,88,97
7727.00,4,0,1,1,10.66,13.635,60,8.9981,5,54,59
7728.00,4,0,0,1,10.66,12.88,56,12.998,4,49,53
7729.00,4,0,0,1,10.66,11.365,52,19.9995,1,34,35
7730.00,4,0,0,1,9.84,12.12,56,11.0014,12,34,46
7731.00,4,0,0,1,10.66,12.12,48,16.9979,4,11,15
7732.00,4,0,0,1,10.66,11.365,48,22.0028,4,4,8
7733.00,4,0,0,1,9.84,11.365,56,16.9979,0,2,2
7734.00,4,0,0,1,9.84,10.605,60,22.0028,2,10,12
7735.00,4,0,0,1,9.84,11.365,60,16.9979,3,38,41
7736.00,4,0,0,1,10.66,12.12,56,16.9979,12,80,92
7737.00,4,0,0,1,11.48,12.88,52,19.9995,12,130,142
7738.00,4,0,0,1,13.12,15.15,45,16.9979,35,165,200
7739.00,4,0,0,1,14.76,18.94,40,0,50,183,233
7740.00,4,0,0,1,16.4,20.455,35,19.0012,93,218,311
7741.00,4,0,0,1,17.22,21.21,30,19.0012,118,245,363
7742.00,4,0,0,1,17.22,21.21,32,19.9995,121,228,349
7743.00,4,0,0,1,17.22,21.21,41,12.998,120,262,382
7744.00,4,0,0,1,17.22,21.21,38,19.9995,99,188,287
7745.00,4,0,0,1,16.4,20.455,40,12.998,61,171,232
7746.00,4,0,0,1,15.58,19.695,46,8.9981,36,172,208
7747.00,4,0,0,2,13.94,16.665,71,8.9981,33,149,182
7748.00,4,0,0,2,14.76,18.18,57,7.0015,48,115,163
7749.00,4,0,0,2,14.76,17.425,62,12.998,29,79,108
7750.00,4,0,0,2,15.58,19.695,62,11.0014,26,80,106
7751.00,4,0,0,1,15.58,19.695,62,15.0013,20,73,93
8016.00,4,0,1,1,11.48,12.88,52,22.0028,1,19,20
8017.00,4,0,1,1,10.66,12.12,60,19.0012,1,9,10
8018.00,4,0,1,1,10.66,11.365,56,19.9995,1,8,9
8019.00,4,0,1,1,10.66,12.12,56,16.9979,1,6,7
8020.00,4,0,1,1,10.66,12.12,56,19.0012,0,1,1
8021.00,4,0,1,1,10.66,12.12,56,16.9979,1,23,24
8022.00,4,0,1,1,9.84,10.605,65,19.0012,5,92,97
8023.00,4,0,1,1,9.84,10.605,65,23.9994,11,265,276
8024.00,4,0,1,1,10.66,11.365,60,22.0028,15,462,477
8025.00,4,0,1,1,12.3,13.635,52,22.0028,9,215,224
8026.00,4,0,1,1,13.12,15.15,53,19.9995,7,86,93
8027.00,4,0,1,1,13.94,15.91,49,16.9979,7,95,102
8028.00,4,0,1,1,14.76,17.425,46,15.0013,9,139,148
8029.00,4,0,1,1,16.4,20.455,40,15.0013,17,137,154
8030.00,4,0,1,1,16.4,20.455,40,15.0013,20,130,150
8031.00,4,0,1,1,16.4,20.455,40,15.0013,10,144,154
8032.00,4,0,1,1,16.4,20.455,40,12.998,9,192,201
8033.00,4,0,1,1,14.76,17.425,46,8.9981,9,409,418
8034.00,4,0,1,1,14.76,18.18,43,7.0015,12,393,405
8035.00,4,0,1,1,13.94,17.425,46,7.0015,9,219,228
8036.00,4,0,1,1,13.94,17.425,46,7.0015,12,178,190
8037.00,4,0,1,1,12.3,15.91,61,7.0015,8,154,162
8038.00,4,0,1,1,12.3,16.665,61,0,5,99,104
8039.00,4,0,1,1,10.66,14.395,70,6.0032,3,70,73
8040.00,4,0,1,1,10.66,14.395,70,6.0032,6,32,38
8041.00,4,0,1,1,9.84,14.395,75,0,1,14,15
8042.00,4,0,1,1,9.84,14.395,75,0,0,10,10
8043.00,4,0,1,1,9.02,13.635,80,0,0,1,1
8044.00,4,0,1,1,9.02,13.635,80,0,0,3,3
8045.00,4,0,1,1,9.02,12.88,80,6.0032,0,23,23
8046.00,4,0,1,1,9.02,13.635,80,0,3,84,87
8047.00,4,0,1,1,9.02,12.88,87,6.0032,6,199,205
8048.00,4,0,1,1,9.84,14.395,87,0,13,432,445
8049.00,4,0,1,1,11.48,15.91,81,0,12,234,246
8050.00,4,0,1,1,12.3,14.395,75,15.0013,16,89,105
8051.00,4,0,1,1,13.94,16.665,66,11.0014,18,142,160
8052.00,4,0,1,1,14.76,17.425,57,8.9981,18,186,204
8053.00,4,0,1,1,16.4,20.455,47,8.9981,19,188,207
8054.00,4,0,1,1,17.22,21.21,44,7.0015,25,145,170
8055.00,4,0,1,1,17.22,21.21,41,6.0032,24,175,199
8056.00,4,0,1,1,17.22,21.21,41,6.0032,22,254,276
8057.00,4,0,1,1,17.22,21.21,38,0,20,391,411
8058.00,4,0,1,1,16.4,20.455,50,0,10,362,372
8059.00,4,0,1,1,13.94,15.91,53,16.9979,13,252,265
8060.00,4,0,1,1,15.58,19.695,40,19.0012,12,178,190
8061.00,4,0,1,1,13.94,16.665,49,12.998,9,102,111
8062.00,4,0,1,1,13.12,15.91,53,12.998,7,95,102
8063.00,4,0,1,1,13.12,15.15,53,19.0012,14,81,95
8064.00,4,0,0,1,12.3,14.395,56,16.9979,10,65,75
8065.00,4,0,0,1,10.66,12.88,65,12.998,9,62,71
8066.00,4,0,0,1,10.66,12.88,65,11.0014,9,41,50
8067.00,4,0,0,1,9.84,12.12,70,8.9981,4,5,9
8068.00,4,0,0,1,9.02,11.365,75,8.9981,1,7,8
8069.00,4,0,0,1,9.84,12.88,70,6.0032,0,6,6
8070.00,4,0,0,1,9.84,12.88,65,7.0015,1,10,11
8071.00,4,0,0,1,9.02,12.88,75,6.0032,2,24,26
8072.00,4,0,0,1,9.84,12.88,75,6.0032,1,62,63
8073.00,4,0,0,1,10.66,13.635,70,7.0015,25,99,124
8074.00,4,0,0,1,13.12,16.665,61,8.9981,22,173,195
8075.00,4,0,0,1,13.12,16.665,57,6.0032,48,227,275
8076.00,4,0,0,1,14.76,18.94,50,0,78,280,358
8077.00,4,0,0,1,14.76,18.18,50,6.0032,70,222,292
8078.00,4,0,0,1,14.76,18.94,46,0,92,251,343
8079.00,4,0,0,1,15.58,19.695,46,0,100,237,337
8080.00,4,0,0,1,15.58,19.695,46,0,75,230,305
8081.00,4,0,0,1,14.76,18.94,62,0,46,186,232
8082.00,4,0,0,1,13.94,16.665,53,8.9981,31,193,224
8083.00,4,0,0,1,12.3,15.91,61,6.0032,31,144,175
8084.00,4,0,0,1,12.3,15.91,61,6.0032,17,110,127
8085.00,4,0,0,2,12.3,15.91,61,6.0032,5,104,109
8086.00,4,0,0,2,13.12,16.665,61,6.0032,17,97,114
8087.00,4,0,0,1,12.3,15.15,70,8.9981,12,73,85
8088.00,4,0,0,1,12.3,15.91,70,7.0015,19,64,83
8089.00,4,0,0,1,12.3,15.91,75,6.0032,20,54,74
8090.00,4,0,0,1,10.66,15.15,81,0,11,51,62
8091.00,4,0,0,1,11.48,15.91,75,0,7,34,41
8092.00,4,0,0,1,10.66,15.15,87,0,2,9,11
8093.00,4,0,0,1,10.66,15.15,81,0,2,2,4
8094.00,4,0,0,1,9.84,14.395,93,0,1,3,4
8095.00,4,0,0,1,10.66,15.15,87,0,3,23,26
8096.00,4,0,0,1,10.66,15.15,87,0,7,48,55
8097.00,4,0,0,1,12.3,16.665,81,0,12,114,126
8098.00,4,0,0,1,13.12,16.665,81,8.9981,36,180,216
8099.00,4,0,0,1,13.94,16.665,81,11.0014,48,206,254
8100.00,4,0,0,1,14.76,17.425,81,11.0014,82,247,329
8101.00,4,0,0,1,16.4,20.455,66,15.0013,88,269,357
8102.00,4,0,0,1,17.22,21.21,62,8.9981,77,246,323
8103.00,4,0,0,1,17.22,21.21,62,12.998,69,227,296
8104.00,4,0,0,1,17.22,21.21,58,15.0013,64,266,330
8105.00,4,0,0,1,15.58,19.695,76,8.9981,38,207,245
8106.00,4,0,0,1,15.58,19.695,71,0,10,161,171
8107.00,4,0,0,1,15.58,19.695,76,0,15,158,173
8108.00,4,0,0,1,14.76,17.425,76,8.9981,8,116,124
8109.00,4,0,0,1,14.76,18.18,81,7.0015,7,65,72
8110.00,4,0,0,1,13.94,17.425,87,7.0015,5,59,64
8111.00,4,0,0,1,13.94,17.425,87,7.0015,3,42,45
8112.00,4,0,1,1,13.12,16.665,87,6.0032,3,21,24
8113.00,4,0,1,1,13.12,17.425,87,0,2,10,12
8114.00,4,0,1,1,13.12,17.425,87,0,0,8,8
8115.00,4,0,1,1,13.12,17.425,87,0,0,2,2
8116.00,4,0,1,1,12.3,15.91,87,7.0015,0,7,7
8117.00,4,0,1,1,12.3,15.91,87,7.0015,1,24,25
8118.00,4,0,1,1,12.3,15.91,93,6.0032,1,89,90
8119.00,4,0,1,1,13.12,17.425,90,0,9,274,283
8120.00,4,0,1,1,13.12,17.425,93,0,12,392,404
8121.00,4,0,1,2,14.76,18.18,87,6.0032,12,178,190
8122.00,4,0,1,2,14.76,18.18,87,6.0032,9,78,87
8123.00,4,0,1,2,14.76,18.18,87,6.0032,17,106,123
8124.00,4,0,1,2,16.4,20.455,76,7.0015,29,125,154
8125.00,4,0,1,2,17.22,21.21,71,6.0032,18,153,171
8126.00,4,0,1,2,18.86,22.725,67,0,7,126,133
8127.00,4,0,1,2,18.86,22.725,72,6.0032,16,132,148
8128.00,4,0,1,1,20.5,24.24,63,6.0032,10,238,248
8129.00,4,0,1,1,17.22,21.21,77,0,16,430,446
8130.00,4,0,1,1,18.04,21.97,77,0,13,386,399
8131.00,4,0,1,2,18.86,22.725,77,0,13,295,308
8132.00,4,0,1,2,18.86,22.725,82,7.0015,15,190,205
8133.00,4,0,1,2,18.04,21.97,88,6.0032,10,166,176
8134.00,4,0,1,2,18.04,21.97,88,8.9981,12,94,106
8135.00,4,0,1,2,18.86,22.725,88,8.9981,8,54,62
8136.00,4,0,1,2,20.5,24.24,77,19.9995,3,25,28
8137.00,4,0,1,2,18.86,22.725,88,19.9995,2,14,16
8138.00,4,0,1,2,18.86,22.725,87,12.998,0,3,3
8139.00,4,0,1,2,18.86,22.725,87,12.998,0,3,3
8140.00,4,0,1,3,18.86,22.725,88,15.0013,0,7,7
8141.00,4,0,1,3,18.86,22.725,88,15.0013,0,20,20
8142.00,4,0,1,2,18.04,21.97,94,19.0012,5,81,86
8143.00,4,0,1,2,18.86,22.725,94,12.998,7,227,234
8144.00,4,0,1,2,18.86,22.725,94,12.998,13,401,414
8145.00,4,0,1,2,18.86,22.725,94,15.0013,4,200,204
8146.00,4,0,1,3,18.86,22.725,94,19.0012,6,44,50
8147.00,4,0,1,3,18.86,22.725,94,16.9979,4,28,32
8148.00,4,0,1,3,18.86,22.725,100,15.0013,5,50,55
8149.00,4,0,1,3,18.86,22.725,100,12.998,6,65,71
8150.00,4,0,1,3,19.68,23.485,100,15.0013,6,69,75
8151.00,4,0,1,3,20.5,24.24,100,12.998,2,43,45
8152.00,4,0,1,3,18.86,22.725,100,16.9979,4,84,88
8153.00,4,0,1,2,18.86,22.725,100,15.0013,13,249,262
8154.00,4,0,1,2,18.86,22.725,100,19.0012,17,287,304
8155.00,4,0,1,3,18.86,22.725,100,19.9995,10,223,233
8156.00,4,0,1,3,18.86,22.725,100,19.9995,3,107,110
8157.00,4,0,1,2,18.04,21.97,100,12.998,6,108,114
8158.00,4,0,1,3,18.86,22.725,100,11.0014,5,82,87
8159.00,4,0,1,3,18.86,22.725,100,11.0014,5,48,53
8160.00,4,0,1,1,18.04,21.97,100,12.998,3,30,33
8161.00,4,0,1,2,18.86,22.725,100,16.9979,4,9,13
8162.00,4,0,1,3,18.86,22.725,100,15.0013,2,4,6
8163.00,4,0,1,3,18.86,22.725,100,15.0013,0,3,3
8164.00,4,0,1,3,18.86,22.725,100,11.0014,0,1,1
8165.00,4,0,1,3,18.86,22.725,100,11.0014,0,3,3
8166.00,4,0,1,3,19.68,23.485,100,27.9993,0,18,18
8167.00,4,0,1,3,18.04,21.97,100,7.0015,3,43,46
8168.00,4,0,1,3,18.04,21.97,100,0,6,80,86
8169.00,4,0,1,3,18.04,21.97,100,16.9979,0,64,64
8170.00,4,0,1,3,18.04,21.97,100,6.0032,1,32,33
8171.00,4,0,1,3,18.04,21.97,100,6.0032,3,47,50
8172.00,4,0,1,3,18.04,21.97,100,8.9981,4,29,33
8173.00,4,0,1,3,18.04,21.97,100,12.998,5,28,33
8174.00,4,0,1,3,18.04,21.97,100,12.998,1,24,25
8175.00,4,0,1,3,17.22,21.21,94,15.0013,5,25,30
8176.00,4,0,1,3,17.22,21.21,94,12.998,3,28,31
8177.00,4,0,1,3,16.4,20.455,100,22.0028,4,48,52
8178.00,4,0,1,3,16.4,20.455,94,19.9995,3,48,51
8179.00,4,0,1,3,13.94,14.395,87,43.0006,2,31,33
8180.00,4,0,1,3,13.94,14.395,87,43.0006,1,25,26
8181.00,4,0,1,3,12.3,12.88,87,35.0008,0,6,6
8182.00,4,0,1,3,9.84,9.85,93,30.0026,0,13,13
8183.00,4,0,1,1,9.84,10.605,93,26.0027,0,16,16
8184.00,4,0,1,2,10.66,11.365,87,19.9995,0,21,21
8185.00,4,0,1,1,10.66,11.365,81,23.9994,1,6,7
8186.00,4,0,1,1,11.48,13.635,65,15.0013,0,4,4
8187.00,4,0,1,1,10.66,11.365,60,19.9995,0,1,1
8188.00,4,0,1,2,9.84,9.85,60,31.0009,0,2,2
8189.00,4,0,1,1,9.02,10.605,64,15.0013,0,12,12
8190.00,4,0,1,1,9.02,10.605,55,19.0012,0,71,71
8191.00,4,0,1,1,9.02,10.605,60,15.0013,11,233,244
8192.00,4,0,1,1,9.02,10.605,55,19.0012,11,418,429
8193.00,4,0,1,1,9.84,10.605,52,26.0027,7,218,225
8194.00,4,0,1,1,10.66,11.365,52,22.0028,1,109,110
8195.00,4,0,1,1,11.48,13.635,52,16.9979,6,100,106
8196.00,4,0,1,1,11.48,12.88,52,22.0028,8,148,156
8197.00,4,0,1,1,12.3,13.635,49,23.9994,9,115,124
8198.00,4,0,1,1,13.12,15.15,45,16.9979,16,121,137
8199.00,4,0,1,1,13.12,16.665,45,8.9981,19,98,117
8200.00,4,0,1,1,13.12,15.91,45,12.998,7,201,208
8201.00,4,0,1,1,12.3,15.91,49,7.0015,10,321,331
8202.00,4,0,1,1,11.48,13.635,52,15.0013,12,306,318
8203.00,4,0,1,1,10.66,13.635,56,7.0015,12,220,232
8204.00,4,0,1,1,10.66,13.635,60,7.0015,5,170,175
8205.00,4,0,1,1,11.48,15.15,61,6.0032,4,135,139
8206.00,4,0,1,1,10.66,13.635,65,8.9981,8,84,92
8207.00,4,0,1,1,9.84,12.88,70,7.0015,3,58,61
8208.00,4,0,1,1,9.84,14.395,65,0,8,26,34
8209.00,4,0,1,1,9.84,14.395,65,0,2,12,14
8210.00,4,0,1,1,9.84,14.395,70,0,2,10,12
8211.00,4,0,1,1,9.02,13.635,80,0,1,5,6
8212.00,4,0,1,1,9.02,13.635,80,0,1,1,2
8213.00,4,0,1,1,9.02,13.635,80,0,0,20,20
8214.00,4,0,1,1,9.02,12.88,80,6.0032,1,62,63
8215.00,4,0,1,1,9.02,12.88,75,6.0032,4,195,199
8216.00,4,0,1,1,9.84,14.395,81,0,7,378,385
8217.00,4,0,1,1,10.66,14.395,81,6.0032,8,256,264
8218.00,4,0,1,2,12.3,15.15,70,11.0014,11,115,126
8219.00,4,0,1,1,13.12,15.15,70,16.9979,15,121,136
8220.00,4,0,1,1,14.76,16.665,57,19.9995,27,146,173
8221.00,4,0,1,1,15.58,19.695,50,12.998,27,141,168
8222.00,4,0,1,1,15.58,19.695,46,19.0012,24,163,187
8223.00,4,0,1,1,15.58,19.695,46,19.0012,29,160,189
8224.00,4,0,1,1,14.76,17.425,62,8.9981,24,226,250
8225.00,4,0,1,1,13.94,17.425,66,7.0015,10,352,362
8226.00,4,0,1,1,13.94,18.18,61,0,10,308,318
8227.00,4,0,1,1,13.94,18.18,61,0,10,189,199
8228.00,4,0,1,1,12.3,16.665,81,0,10,140,150
8229.00,4,0,1,1,12.3,16.665,75,0,9,131,140
8230.00,4,0,1,1,11.48,15.91,87,0,15,114,129
8231.00,4,0,1,1,11.48,15.91,81,0,6,88,94
8232.00,4,0,0,2,10.66,13.635,81,7.0015,11,66,77
8233.00,4,0,0,2,10.66,12.88,70,11.0014,11,55,66
8234.00,4,0,0,2,11.48,15.15,61,6.0032,12,48,60
8235.00,4,0,0,2,11.48,15.15,61,6.0032,5,20,25
8236.00,4,0,0,2,10.66,13.635,65,7.0015,0,3,3
8237.00,4,0,0,1,10.66,12.88,60,11.0014,0,6,6
8238.00,4,0,0,1,9.84,12.88,65,7.0015,1,10,11
8239.00,4,0,0,1,9.84,11.365,65,12.998,0,11,11
8240.00,4,0,0,1,10.66,13.635,65,8.9981,5,68,73
8241.00,4,0,0,1,11.48,12.88,61,19.0012,15,134,149
8242.00,4,0,0,1,13.12,15.15,57,16.9979,31,161,192
8243.00,4,0,0,1,13.12,14.395,53,27.9993,44,192,236
8244.00,4,0,0,1,13.12,14.395,45,27.9993,48,235,283
8245.00,4,0,0,1,13.94,15.15,34,27.9993,47,239,286
8246.00,4,0,0,1,13.94,15.15,31,22.0028,51,242,293
8247.00,4,0,0,1,13.94,15.15,34,23.9994,60,239,299
8248.00,4,0,0,1,13.12,14.395,31,26.0027,58,183,241
8249.00,4,0,0,1,11.48,12.88,36,22.0028,34,151,185
8250.00,4,0,0,1,10.66,12.88,38,15.0013,28,144,172
8251.00,4,0,0,1,10.66,12.12,38,19.0012,15,139,154
8252.00,4,0,0,1,9.84,11.365,35,15.0013,10,114,124
8253.00,4,0,0,1,9.02,10.605,44,15.0013,4,79,83
8254.00,4,0,0,1,9.02,11.365,41,8.9981,7,88,95
8255.00,4,0,0,1,8.2,10.605,47,11.0014,5,61,66
8256.00,4,0,0,1,8.2,9.85,51,15.0013,5,69,74
8257.00,4,0,0,1,6.56,7.575,59,15.0013,8,54,62
8258.00,4,0,0,1,7.38,8.335,55,16.9979,5,47,52
8259.00,4,0,0,1,6.56,9.09,59,8.9981,2,17,19
8260.00,4,0,0,1,6.56,8.335,59,11.0014,0,5,5
8261.00,4,0,0,1,7.38,10.605,59,7.0015,0,6,6
8262.00,4,0,0,1,6.56,11.365,59,0,0,10,10
8263.00,4,0,0,1,7.38,12.12,55,0,1,30,31
8264.00,4,0,0,1,6.56,11.365,69,0,4,68,72
8265.00,4,0,0,1,8.2,12.88,59,0,19,88,107
8266.00,4,0,0,1,9.84,14.395,44,0,30,164,194
8267.00,4,0,0,1,10.66,15.15,35,0,31,166,197
8268.00,4,0,0,1,10.66,15.15,35,0,42,246,288
8269.00,4,0,0,1,12.3,16.665,31,0,44,224,268
8270.00,4,0,0,1,12.3,16.665,28,0,44,198,242
8271.00,4,0,0,1,12.3,16.665,26,0,47,219,266
8272.00,4,0,0,1,12.3,16.665,26,0,32,174,206
8273.00,4,0,0,1,11.48,15.91,30,0,13,150,163
8274.00,4,0,0,1,9.84,11.365,48,12.998,12,151,163
8275.00,4,0,0,1,9.02,11.365,55,12.998,7,98,105
8276.00,4,0,0,1,9.02,12.12,55,7.0015,10,62,72
8277.00,4,0,0,1,9.02,13.635,55,0,10,53,63
8278.00,4,0,0,1,9.02,13.635,55,0,7,36,43
8279.00,4,0,0,1,8.2,12.88,69,0,4,31,35
8280.00,4,0,1,1,8.2,11.365,69,6.0032,4,16,20
8281.00,4,0,1,1,8.2,12.88,69,0,0,9,9
8282.00,4,0,1,1,8.2,12.88,69,0,0,4,4
8283.00,4,0,1,1,7.38,12.12,74,0,0,2,2
8284.00,4,0,1,1,7.38,12.12,74,0,0,3,3
8285.00,4,0,1,1,6.56,11.365,80,0,0,21,21
8286.00,4,0,1,1,6.56,9.09,80,7.0015,1,63,64
8287.00,4,0,1,1,5.74,7.575,86,8.9981,4,231,235
8288.00,4,0,1,2,6.56,9.09,80,7.0015,7,378,385
8289.00,4,0,1,2,7.38,10.605,74,6.0032,12,208,220
8290.00,4,0,1,2,9.02,12.12,69,7.0015,14,91,105
8291.00,4,0,1,2,10.66,14.395,60,6.0032,15,100,115
8292.00,4,0,1,1,11.48,14.395,52,7.0015,7,138,145
8293.00,4,0,1,2,12.3,15.91,52,7.0015,13,153,166
8294.00,4,0,1,2,13.12,16.665,53,8.9981,16,95,111
8295.00,4,0,1,2,13.12,16.665,57,7.0015,8,124,132
8296.00,4,0,1,2,13.12,16.665,57,6.0032,5,209,214
8297.00,4,0,1,2,12.3,16.665,56,0,7,352,359
8298.00,4,0,1,1,12.3,15.91,56,6.0032,8,349,357
8299.00,4,0,1,1,11.48,15.15,61,6.0032,9,232,241
8300.00,4,0,1,1,12.3,15.91,56,6.0032,8,157,165
8301.00,4,0,1,1,10.66,15.15,81,0,2,119,121
8302.00,4,0,1,1,10.66,15.15,70,0,0,71,71
8303.00,4,0,1,1,9.84,14.395,75,0,3,42,45
8304.00,4,0,1,1,9.02,13.635,80,0,1,16,17
8305.00,4,0,1,1,8.2,12.88,80,0,0,4,4
8306.00,4,0,1,1,8.2,12.88,80,0,1,1,2
8307.00,4,0,1,1,7.38,12.12,80,0,0,3,3
8308.00,4,0,1,1,8.2,12.88,80,0,0,4,4
8309.00,4,0,1,1,7.38,12.12,86,0,0,20,20
8310.00,4,0,1,1,8.2,12.88,80,0,0,92,92
8311.00,4,0,1,1,6.56,8.335,80,11.0014,2,221,223
8312.00,4,0,1,1,8.2,11.365,69,7.0015,9,391,400
8313.00,4,0,1,1,10.66,12.88,60,11.0014,10,223,233
8314.00,4,0,1,1,12.3,15.15,52,11.0014,3,99,102
8315.00,4,0,1,1,13.94,15.91,46,16.9979,9,115,124
8316.00,4,0,1,1,14.76,16.665,43,23.9994,20,147,167
8317.00,4,0,1,1,16.4,20.455,37,22.0028,7,120,127
8318.00,4,0,1,1,16.4,20.455,37,16.9979,18,116,134
8319.00,4,0,1,1,16.4,20.455,35,16.9979,7,144,151
